FIPS_code,Stabr,Area_name,POVALL_2020
18133,IN,Putnam County,"3,672"
18135,IN,Randolph County,"2,944"
18137,IN,Ripley County,"2,658"
18139,IN,Rush County,"1,582"
18141,IN,St. Joseph County,"33,070"
18143,IN,Scott County,"3,244"
18145,IN,Shelby County,"4,149"
18147,IN,Spencer County,"1,574"
18149,IN,Starke County,"3,255"
18151,IN,Steuben County,"3,210"
18153,IN,Sullivan County,"2,823"
18155,IN,Switzerland County,"1,485"
18157,IN,Tippecanoe County,"28,815"
18159,IN,Tipton County,"1,093"
18161,IN,Union County,706
18163,IN,Vanderburgh County,"25,669"
18165,IN,Vermillion County,"1,795"
18167,IN,Vigo County,"20,134"
18169,IN,Wabash County,"3,075"
18171,IN,Warren County,655
18173,IN,Warrick County,"3,990"
18175,IN,Washington County,"3,722"
18177,IN,Wayne County,"9,531"
18179,IN,Wells County,"2,254"
18181,IN,White County,"2,147"
18183,IN,Whitley County,"2,426"
19000,IA,Iowa,"313,752"
19001,IA,Adair County,741
19003,IA,Adams County,386
19005,IA,Allamakee County,"1,454"
19007,IA,Appanoose County,"1,791"
19009,IA,Audubon County,516
19011,IA,Benton County,"1,876"
19013,IA,Black Hawk County,"15,410"
19015,IA,Boone County,"1,762"
19017,IA,Bremer County,"1,323"
19019,IA,Buchanan County,"1,736"
19021,IA,Buena Vista County,"1,723"
19023,IA,Butler County,"1,184"
19025,IA,Calhoun County,876
19027,IA,Carroll County,"1,373"
19029,IA,Cass County,"1,349"
19031,IA,Cedar County,"1,326"
19033,IA,Cerro Gordo County,"4,357"
19035,IA,Cherokee County,975
19037,IA,Chickasaw County,978
19039,IA,Clarke County,"1,021"
19041,IA,Clay County,"1,275"
19043,IA,Clayton County,"1,769"
19045,IA,Clinton County,"5,717"
19047,IA,Crawford County,"2,069"
19049,IA,Dallas County,"4,207"
19051,IA,Davis County,"1,044"
19053,IA,Decatur County,"1,201"
19055,IA,Delaware County,"1,412"
19057,IA,Des Moines County,"4,953"
19059,IA,Dickinson County,"1,158"
19061,IA,Dubuque County,"8,322"
19063,IA,Emmet County,878
19065,IA,Fayette County,"2,174"
19067,IA,Floyd County,"1,421"
19069,IA,Franklin County,"1,026"
19071,IA,Fremont County,601
19073,IA,Greene County,932
19075,IA,Grundy County,666
19077,IA,Guthrie County,904
19079,IA,Hamilton County,"1,164"
19081,IA,Hancock County,837
19083,IA,Hardin County,"1,520"
19085,IA,Harrison County,"1,129"
19087,IA,Henry County,"1,948"
19089,IA,Howard County,942
19091,IA,Humboldt County,823
19093,IA,Ida County,690
19095,IA,Iowa County,"1,013"
19097,IA,Jackson County,"2,156"
19099,IA,Jasper County,"2,999"
19101,IA,Jefferson County,"2,487"
19103,IA,Johnson County,"20,522"
19105,IA,Jones County,"1,913"
19107,IA,Keokuk County,"1,360"
19109,IA,Kossuth County,"1,439"
19111,IA,Lee County,"3,689"
19113,IA,Linn County,"18,011"
19115,IA,Louisa County,989
19117,IA,Lucas County,"1,140"
19119,IA,Lyon County,726
19121,IA,Madison County,"1,218"
19123,IA,Mahaska County,"2,183"
19125,IA,Marion County,"2,562"
19127,IA,Marshall County,"3,849"
19129,IA,Mills County,"1,186"
19131,IA,Mitchell County,929
19133,IA,Monona County,922
19135,IA,Monroe County,868
19137,IA,Montgomery County,"1,125"
19139,IA,Muscatine County,"4,258"
19141,IA,O'Brien County,"1,117"
19143,IA,Osceola County,464
19145,IA,Page County,"1,785"
19147,IA,Palo Alto County,817
19149,IA,Plymouth County,"1,497"
19151,IA,Pocahontas County,662
19153,IA,Polk County,"55,560"
19155,IA,Pottawattamie County,"8,407"
19157,IA,Poweshiek County,"1,945"
19159,IA,Ringgold County,615
19161,IA,Sac County,987
19163,IA,Scott County,"20,606"
19165,IA,Shelby County,934
19167,IA,Sioux County,"2,114"
19169,IA,Story County,"10,920"
19171,IA,Tama County,"1,772"
19173,IA,Taylor County,634
19175,IA,Union County,"1,422"
19177,IA,Van Buren County,"1,013"
19179,IA,Wapello County,"5,256"
19181,IA,Warren County,"2,497"
19183,IA,Washington County,"1,526"
19185,IA,Wayne County,822
19187,IA,Webster County,"4,122"
19189,IA,Winnebago County,905
19191,IA,Winneshiek County,"1,645"
19193,IA,Woodbury County,"11,311"
19195,IA,Worth County,616
19197,IA,Wright County,"1,302"
20000,KS,Kansas,"300,931"
20001,KS,Allen County,"1,728"
20003,KS,Anderson County,991
20005,KS,Atchison County,"1,945"
20007,KS,Barber County,518
20009,KS,Barton County,"3,159"
20011,KS,Bourbon County,"2,016"
20013,KS,Brown County,"1,221"
20015,KS,Butler County,"5,576"
20017,KS,Chase County,246
20019,KS,Chautauqua County,574
20021,KS,Cherokee County,"2,779"
20023,KS,Cheyenne County,299
20025,KS,Clark County,209
20027,KS,Clay County,767
20029,KS,Cloud County,990
20031,KS,Coffey County,770
20033,KS,Comanche County,180
20035,KS,Cowley County,"4,564"
20037,KS,Crawford County,"6,118"
20039,KS,Decatur County,333
20041,KS,Dickinson County,"1,760"
20043,KS,Doniphan County,906
20045,KS,Douglas County,"13,420"
20047,KS,Edwards County,293
20049,KS,Elk County,372
20051,KS,Ellis County,"4,397"
20053,KS,Ellsworth County,535
20055,KS,Finney County,"4,290"
20057,KS,Ford County,"3,323"
20059,KS,Franklin County,"2,231"
20061,KS,Geary County,"3,914"
20063,KS,Gove County,258
20065,KS,Graham County,294
20067,KS,Grant County,705
20069,KS,Gray County,409
20071,KS,Greeley County,117
20073,KS,Greenwood County,730
20075,KS,Hamilton County,251
20077,KS,Harper County,682
20079,KS,Harvey County,"3,049"
20081,KS,Haskell County,396
20083,KS,Hodgeman County,159
20085,KS,Jackson County,"1,212"
20087,KS,Jefferson County,"1,344"
20089,KS,Jewell County,364
20091,KS,Johnson County,"27,345"
20093,KS,Kearny County,343
20095,KS,Kingman County,662
20097,KS,Kiowa County,282
20099,KS,Labette County,"2,677"
20101,KS,Lane County,144
20103,KS,Leavenworth County,"6,425"
20105,KS,Lincoln County,371
20107,KS,Linn County,"1,197"
20109,KS,Logan County,242
20111,KS,Lyon County,"3,964"
20113,KS,McPherson County,"2,123"
20115,KS,Marion County,"1,104"
20117,KS,Marshall County,819
20119,KS,Meade County,363
20121,KS,Miami County,"2,540"
20123,KS,Mitchell County,559
20125,KS,Montgomery County,"5,388"
20127,KS,Morris County,577
20129,KS,Morton County,295
20131,KS,Nemaha County,817
20133,KS,Neosho County,"2,125"
20135,KS,Ness County,257
20137,KS,Norton County,583
20139,KS,Osage County,"1,569"
20141,KS,Osborne County,389
20143,KS,Ottawa County,557
20145,KS,Pawnee County,797
20147,KS,Phillips County,553
20149,KS,Pottawatomie County,"1,675"
20151,KS,Pratt County,833
20153,KS,Rawlins County,273
20155,KS,Reno County,"6,176"
20157,KS,Republic County,438
20159,KS,Rice County,895
20161,KS,Riley County,"12,336"
20163,KS,Rooks County,457
20165,KS,Rush County,321
20167,KS,Russell County,866
20169,KS,Saline County,"5,124"
20171,KS,Scott County,339
20173,KS,Sedgwick County,"68,637"
20175,KS,Seward County,"2,355"
20177,KS,Shawnee County,"18,039"
20179,KS,Sheridan County,260
20181,KS,Sherman County,733
20183,KS,Smith County,356
20185,KS,Stafford County,435
20187,KS,Stanton County,196
20189,KS,Stevens County,516
20191,KS,Sumner County,"2,502"
20193,KS,Thomas County,664
20195,KS,Trego County,279
20197,KS,Wabaunsee County,574
20199,KS,Wallace County,190
20201,KS,Washington County,524
20203,KS,Wichita County,216
20205,KS,Wilson County,"1,172"
20207,KS,Woodson County,415
20209,KS,Wyandotte County,"27,673"
21000,KY,Kentucky,"647,158"
21001,KY,Adair County,"3,979"
21003,KY,Allen County,"3,221"
21005,KY,Anderson County,"2,271"
21007,KY,Ballard County,"1,080"
21009,KY,Barren County,"7,516"
21011,KY,Bath County,"2,769"
21013,KY,Bell County,"7,293"
21015,KY,Boone County,"8,752"
21017,KY,Bourbon County,"2,752"
21019,KY,Boyd County,"7,047"
21021,KY,Boyle County,"3,783"
21023,KY,Bracken County,"1,083"
21025,KY,Breathitt County,"3,426"
21027,KY,Breckinridge County,"3,437"
21029,KY,Bullitt County,"7,053"
21031,KY,Butler County,"2,129"
21033,KY,Caldwell County,"1,914"
21035,KY,Calloway County,"5,609"
21037,KY,Campbell County,"9,613"
21039,KY,Carlisle County,662
21041,KY,Carroll County,"1,689"
21043,KY,Carter County,"4,780"
21045,KY,Casey County,"3,524"
21047,KY,Christian County,"10,996"
21049,KY,Clark County,"5,187"
21051,KY,Clay County,"6,711"
21053,KY,Clinton County,"2,134"
21055,KY,Crittenden County,"1,448"
21057,KY,Cumberland County,"1,348"
21059,KY,Daviess County,"13,239"
21061,KY,Edmonson County,"1,914"
21063,KY,Elliott County,"1,815"
21065,KY,Estill County,"2,874"
21067,KY,Fayette County,"45,575"
21069,KY,Fleming County,"2,125"
21071,KY,Floyd County,"9,755"
21073,KY,Franklin County,"6,341"
21075,KY,Fulton County,"1,385"
21077,KY,Gallatin County,"1,158"
21079,KY,Garrard County,"2,449"
21081,KY,Grant County,"3,177"
21083,KY,Graves County,"6,602"
21085,KY,Grayson County,"5,230"
21087,KY,Green County,"2,178"
21089,KY,Greenup County,"4,451"
21091,KY,Hancock County,"1,248"
21093,KY,Hardin County,"12,066"
21095,KY,Harlan County,"7,015"
21097,KY,Harrison County,"2,526"
21099,KY,Hart County,"4,122"
21101,KY,Henderson County,"5,862"
21103,KY,Henry County,"2,257"
21105,KY,Hickman County,864
21107,KY,Hopkins County,"7,860"
21109,KY,Jackson County,"3,166"
21111,KY,Jefferson County,"85,737"
21113,KY,Jessamine County,"5,489"
21115,KY,Johnson County,"4,814"
21117,KY,Kenton County,"18,156"
21119,KY,Knott County,"3,821"
21121,KY,Knox County,"8,409"
21123,KY,Larue County,"2,064"
21125,KY,Laurel County,"10,807"
21127,KY,Lawrence County,"3,400"
21129,KY,Lee County,"2,009"
21131,KY,Leslie County,"2,421"
21133,KY,Letcher County,"5,106"
21135,KY,Lewis County,"2,892"
21137,KY,Lincoln County,"4,434"
21139,KY,Livingston County,"1,251"
21141,KY,Logan County,"4,084"
21143,KY,Lyon County,"1,009"
21145,KY,McCracken County,"9,974"
21147,KY,McCreary County,"5,567"
21149,KY,McLean County,"1,214"
21151,KY,Madison County,"13,550"
21153,KY,Magoffin County,"3,654"
21155,KY,Marion County,"2,951"
21157,KY,Marshall County,"3,165"
21159,KY,Martin County,"3,073"
21161,KY,Mason County,"2,613"
21163,KY,Meade County,"3,272"
21165,KY,Menifee County,"1,452"
21167,KY,Mercer County,"2,843"
21169,KY,Metcalfe County,"2,119"
21171,KY,Monroe County,"2,328"
21173,KY,Montgomery County,"4,337"
21175,KY,Morgan County,"2,764"
21177,KY,Muhlenberg County,"4,860"
21179,KY,Nelson County,"4,228"
21181,KY,Nicholas County,"1,195"
21183,KY,Ohio County,"3,513"
21185,KY,Oldham County,"3,143"
21187,KY,Owen County,"1,657"
21189,KY,Owsley County,"1,293"
21191,KY,Pendleton County,"1,963"
21193,KY,Perry County,"5,448"
21195,KY,Pike County,"13,151"
21197,KY,Powell County,"2,444"
21199,KY,Pulaski County,"12,308"
21201,KY,Robertson County,371
21203,KY,Rockcastle County,"3,669"
21205,KY,Rowan County,"5,265"
21207,KY,Russell County,"3,208"
21209,KY,Scott County,"4,545"
21211,KY,Shelby County,"4,066"
21213,KY,Simpson County,"2,194"
21215,KY,Spencer County,"1,328"
21217,KY,Taylor County,"3,866"
21219,KY,Todd County,"2,111"
21221,KY,Trigg County,"2,455"
21223,KY,Trimble County,"1,028"
21225,KY,Union County,"2,486"
21227,KY,Warren County,"23,887"
21229,KY,Washington County,"1,705"
21231,KY,Wayne County,"4,663"
21233,KY,Webster County,"1,952"
21235,KY,Whitley County,"7,463"
21237,KY,Wolfe County,"2,062"
21239,KY,Woodford County,"2,389"
22000,LA,Louisiana,"802,040"
22001,LA,Acadia Parish,"12,580"
22003,LA,Allen Parish,"4,474"
22005,LA,Ascension Parish,"12,284"
22007,LA,Assumption Parish,"3,382"
22009,LA,Avoyelles Parish,"7,892"
22011,LA,Beauregard Parish,"5,288"
22013,LA,Bienville Parish,"2,882"
22015,LA,Bossier Parish,"22,118"
22017,LA,Caddo Parish,"48,267"
22019,LA,Calcasieu Parish,"33,070"
22021,LA,Caldwell Parish,"1,974"
22023,LA,Cameron Parish,910
22025,LA,Catahoula Parish,"2,369"
22027,LA,Claiborne Parish,"4,001"
22029,LA,Concordia Parish,"4,977"
22031,LA,De Soto Parish,"5,429"
22033,LA,East Baton Rouge Parish,"70,357"
22035,LA,East Carroll Parish,"2,069"
22037,LA,East Feliciana Parish,"3,268"
22039,LA,Evangeline Parish,"7,791"
22041,LA,Franklin Parish,"4,589"
22043,LA,Grant Parish,"3,493"
22045,LA,Iberia Parish,"15,248"
22047,LA,Iberville Parish,"6,695"
22049,LA,Jackson Parish,"3,034"
22051,LA,Jefferson Parish,"68,914"
22053,LA,Jefferson Davis Parish,"5,370"
22055,LA,Lafayette Parish,"39,122"
22057,LA,Lafourche Parish,"13,907"
22059,LA,La Salle Parish,"2,375"
22061,LA,Lincoln Parish,"9,058"
22063,LA,Livingston Parish,"16,672"
22065,LA,Madison Parish,"3,042"
22067,LA,Morehouse Parish,"5,457"
22069,LA,Natchitoches Parish,"7,705"
22071,LA,Orleans Parish,"79,419"
22073,LA,Ouachita Parish,"34,803"
22075,LA,Plaquemines Parish,"3,797"
22077,LA,Pointe Coupee Parish,"3,704"
22079,LA,Rapides Parish,"23,284"
22081,LA,Red River Parish,"1,919"
22083,LA,Richland Parish,"4,281"
22085,LA,Sabine Parish,"5,146"
22087,LA,St. Bernard Parish,"10,053"
22089,LA,St. Charles Parish,"5,888"
22091,LA,St. Helena Parish,"2,256"
22093,LA,St. James Parish,"2,668"
22095,LA,St. John the Baptist Parish,"7,089"
22097,LA,St. Landry Parish,"18,143"
22099,LA,St. Martin Parish,"8,847"
22101,LA,St. Mary Parish,"9,368"
22103,LA,St. Tammany Parish,"26,239"
22105,LA,Tangipahoa Parish,"26,792"
22107,LA,Tensas Parish,"1,280"
22109,LA,Terrebonne Parish,"16,981"
22111,LA,Union Parish,"5,784"
22113,LA,Vermilion Parish,"9,052"
22115,LA,Vernon Parish,"7,145"
22117,LA,Washington Parish,"9,898"
22119,LA,Webster Parish,"7,231"
22121,LA,West Baton Rouge Parish,"3,823"
22123,LA,West Carroll Parish,"2,122"
22125,LA,West Feliciana Parish,"2,217"
22127,LA,Winn Parish,"2,744"
23000,ME,Maine,"139,614"
23001,ME,Androscoggin County,"12,326"
23003,ME,Aroostook County,"9,934"
23005,ME,Cumberland County,"24,812"
23007,ME,Franklin County,"3,713"
23009,ME,Hancock County,"5,586"
23011,ME,Kennebec County,"13,341"
23013,ME,Knox County,"3,927"
23015,ME,Lincoln County,"3,028"
23017,ME,Oxford County,"7,439"
23019,ME,Penobscot County,"17,558"
23021,ME,Piscataquis County,"2,433"
23023,ME,Sagadahoc County,"3,294"
23025,ME,Somerset County,"7,233"
23027,ME,Waldo County,"4,562"
23029,ME,Washington County,"3,738"
23031,ME,York County,"16,691"
24000,MD,Maryland,"533,561"
24001,MD,Allegany County,"9,197"
24003,MD,Anne Arundel County,"29,711"
24005,MD,Baltimore County,"71,471"
24009,MD,Calvert County,"4,911"
24011,MD,Caroline County,"4,072"
24013,MD,Carroll County,"8,614"
24015,MD,Cecil County,"8,994"
24017,MD,Charles County,"11,956"
24019,MD,Dorchester County,"4,657"
24021,MD,Frederick County,"16,024"
24023,MD,Garrett County,"3,633"
24025,MD,Harford County,"15,611"
24027,MD,Howard County,"17,817"
24029,MD,Kent County,"2,134"
24031,MD,Montgomery County,"70,020"
24033,MD,Prince George's County,"84,663"
24035,MD,Queen Anne's County,"3,497"
24037,MD,St. Mary's County,"8,170"
24039,MD,Somerset County,"4,461"
24041,MD,Talbot County,"3,497"
24043,MD,Washington County,"17,632"
24045,MD,Wicomico County,"14,105"
24047,MD,Worcester County,"6,036"
24510,MD,Baltimore city,"112,678"
25000,MA,Massachusetts,"628,899"
25001,MA,Barnstable County,"16,203"
25003,MA,Berkshire County,"11,917"
25005,MA,Bristol County,"55,797"
25007,MA,Dukes County,"1,299"
25009,MA,Essex County,"69,830"
25011,MA,Franklin County,"7,423"
25013,MA,Hampden County,"64,583"
25015,MA,Hampshire County,"12,910"
25017,MA,Middlesex County,"110,410"
25019,MA,Nantucket County,596
25021,MA,Norfolk County,"40,721"
25023,MA,Plymouth County,"36,890"
25025,MA,Suffolk County,"124,289"
25027,MA,Worcester County,"76,029"
26000,MI,Michigan,"1,232,948"
26001,MI,Alcona County,"1,458"
26003,MI,Alger County,978
26005,MI,Allegan County,"8,552"
26007,MI,Alpena County,"4,334"
26009,MI,Antrim County,"2,625"
26011,MI,Arenac County,"1,888"
26013,MI,Baraga County,911
26015,MI,Barry County,"4,668"
26017,MI,Bay County,"12,891"
26019,MI,Benzie County,"1,673"
26021,MI,Berrien County,"22,678"
26023,MI,Branch County,"5,861"
26025,MI,Calhoun County,"19,661"
26027,MI,Cass County,"5,677"
26029,MI,Charlevoix County,"2,245"
26031,MI,Cheboygan County,"3,166"
26033,MI,Chippewa County,"4,486"
26035,MI,Clare County,"5,467"
26037,MI,Clinton County,"6,220"
26039,MI,Crawford County,"1,869"
26041,MI,Delta County,"3,942"
26043,MI,Dickinson County,"2,386"
26045,MI,Eaton County,"8,409"
26047,MI,Emmet County,"2,858"
26049,MI,Genesee County,"73,344"
26051,MI,Gladwin County,"4,158"
26053,MI,Gogebic County,"1,683"
26055,MI,Grand Traverse County,"8,019"
26057,MI,Gratiot County,"4,787"
26059,MI,Hillsdale County,"5,577"
26061,MI,Houghton County,"4,873"
26063,MI,Huron County,"3,500"
26065,MI,Ingham County,"37,873"
26067,MI,Ionia County,"5,727"
26069,MI,Iosco County,"3,420"
26071,MI,Iron County,"1,527"
26073,MI,Isabella County,"11,258"
26075,MI,Jackson County,"18,835"
26077,MI,Kalamazoo County,"30,871"
26079,MI,Kalkaska County,"2,147"
26081,MI,Kent County,"71,769"
26083,MI,Keweenaw County,237
26085,MI,Lake County,"2,206"
26087,MI,Lapeer County,"7,082"
26089,MI,Leelanau County,"1,604"
26091,MI,Lenawee County,"8,860"
26093,MI,Livingston County,"10,151"
26095,MI,Luce County,965
26097,MI,Mackinac County,"1,343"
26099,MI,Macomb County,"79,269"
26101,MI,Manistee County,"2,898"
26103,MI,Marquette County,"8,458"
26105,MI,Mason County,"3,531"
26107,MI,Mecosta County,"5,505"
26109,MI,Menominee County,"2,526"
26111,MI,Midland County,"8,319"
26113,MI,Missaukee County,"1,892"
26115,MI,Monroe County,"14,444"
26117,MI,Montcalm County,"7,926"
26119,MI,Montmorency County,"1,425"
26121,MI,Muskegon County,"20,887"
26123,MI,Newaygo County,"6,001"
26125,MI,Oakland County,"97,171"
26127,MI,Oceana County,"3,530"
26129,MI,Ogemaw County,"3,104"
26131,MI,Ontonagon County,821
26133,MI,Osceola County,"3,274"
26135,MI,Oscoda County,"1,291"
26137,MI,Otsego County,"2,278"
26139,MI,Ottawa County,"19,048"
26141,MI,Presque Isle County,"1,634"
26143,MI,Roscommon County,"3,755"
26145,MI,Saginaw County,"29,160"
26147,MI,St. Clair County,"19,531"
26149,MI,St. Joseph County,"7,826"
26151,MI,Sanilac County,"6,174"
26153,MI,Schoolcraft County,950
26155,MI,Shiawassee County,"7,772"
26157,MI,Tuscola County,"5,862"
26159,MI,Van Buren County,"10,501"
26161,MI,Washtenaw County,"41,374"
26163,MI,Wayne County,"344,282"
26165,MI,Wexford County,"3,809"
27000,MN,Minnesota,"458,302"
27001,MN,Aitkin County,"1,738"
27003,MN,Anoka County,"25,261"
27005,MN,Becker County,"3,857"
27007,MN,Beltrami County,"5,488"
27009,MN,Benton County,"2,798"
27011,MN,Big Stone County,521
27013,MN,Blue Earth County,"7,131"
27015,MN,Brown County,"1,611"
27017,MN,Carlton County,"2,962"
27019,MN,Carver County,"3,731"
27021,MN,Cass County,"3,740"
27023,MN,Chippewa County,"1,075"
27025,MN,Chisago County,"3,505"
27027,MN,Clay County,"5,439"
27029,MN,Clearwater County,"1,139"
27031,MN,Cook County,464
27033,MN,Cottonwood County,"1,239"
27035,MN,Crow Wing County,"5,549"
27037,MN,Dakota County,"20,759"
27039,MN,Dodge County,"1,237"
27041,MN,Douglas County,"2,814"
27043,MN,Faribault County,"1,361"
27045,MN,Fillmore County,"1,704"
27047,MN,Freeborn County,"2,988"
27049,MN,Goodhue County,"3,277"
27051,MN,Grant County,551
27053,MN,Hennepin County,"115,824"
27055,MN,Houston County,"1,174"
27057,MN,Hubbard County,"1,972"
27059,MN,Isanti County,"2,731"
27061,MN,Itasca County,"4,634"
27063,MN,Jackson County,735
27065,MN,Kanabec County,"1,481"
27067,MN,Kandiyohi County,"3,459"
27069,MN,Kittson County,421
27071,MN,Koochiching County,"1,369"
27073,MN,Lac qui Parle County,545
27075,MN,Lake County,841
27077,MN,Lake of the Woods County,325
27079,MN,Le Sueur County,"1,895"
27081,MN,Lincoln County,474
27083,MN,Lyon County,"2,152"
27085,MN,McLeod County,"2,034"
27087,MN,Mahnomen County,824
27089,MN,Marshall County,729
27091,MN,Martin County,"1,898"
27093,MN,Meeker County,"1,429"
27095,MN,Mille Lacs County,"2,361"
27097,MN,Morrison County,"3,212"
27099,MN,Mower County,"3,457"
27101,MN,Murray County,612
27103,MN,Nicollet County,"2,315"
27105,MN,Nobles County,"1,981"
27107,MN,Norman County,647
27109,MN,Olmsted County,"10,052"
27111,MN,Otter Tail County,"4,503"
27113,MN,Pennington County,"1,104"
27115,MN,Pine County,"2,842"
27117,MN,Pipestone County,823
27119,MN,Polk County,"3,153"
27121,MN,Pope County,877
27123,MN,Ramsey County,"66,975"
27125,MN,Red Lake County,331
27127,MN,Redwood County,"1,266"
27129,MN,Renville County,"1,213"
27131,MN,Rice County,"5,051"
27133,MN,Rock County,742
27135,MN,Roseau County,"1,087"
27137,MN,St. Louis County,"19,339"
27139,MN,Scott County,"6,383"
27141,MN,Sherburne County,"4,279"
27143,MN,Sibley County,"1,154"
27145,MN,Stearns County,"16,574"
27147,MN,Steele County,"2,622"
27149,MN,Stevens County,808
27151,MN,Swift County,854
27153,MN,Todd County,"2,974"
27155,MN,Traverse County,361
27157,MN,Wabasha County,"1,312"
27159,MN,Wadena County,"1,501"
27161,MN,Waseca County,"1,337"
27163,MN,Washington County,"11,461"
27165,MN,Watonwan County,"1,032"
27167,MN,Wilkin County,496
27169,MN,Winona County,"5,125"
27171,MN,Wright County,"6,393"
27173,MN,Yellow Medicine County,807
28000,MS,Mississippi,"536,535"
28001,MS,Adams County,"7,589"
28003,MS,Alcorn County,"6,127"
28005,MS,Amite County,"2,611"
28007,MS,Attala County,"3,309"
28009,MS,Benton County,"1,635"
28011,MS,Bolivar County,"8,059"
28013,MS,Calhoun County,"2,401"
28015,MS,Carroll County,"1,457"
28017,MS,Chickasaw County,"4,068"
28019,MS,Choctaw County,"1,490"
28021,MS,Claiborne County,"2,589"
28023,MS,Clarke County,"2,914"
28025,MS,Clay County,"4,081"
28027,MS,Coahoma County,"8,260"
28029,MS,Copiah County,"6,110"
28031,MS,Covington County,"3,693"
28033,MS,DeSoto County,"17,653"
28035,MS,Forrest County,"17,991"
28037,MS,Franklin County,"1,616"
28039,MS,George County,"4,224"
28041,MS,Greene County,"2,325"
28043,MS,Grenada County,"4,351"
28045,MS,Hancock County,"7,428"
28047,MS,Harrison County,"34,186"
28049,MS,Hinds County,"56,977"
28051,MS,Holmes County,"5,458"
28053,MS,Humphreys County,"2,567"
28055,MS,Issaquena County,407
28057,MS,Itawamba County,"3,093"
28059,MS,Jackson County,"19,105"
28061,MS,Jasper County,"3,128"
28063,MS,Jefferson County,"2,035"
28065,MS,Jefferson Davis County,"2,713"
28067,MS,Jones County,"12,434"
28069,MS,Kemper County,"2,189"
28071,MS,Lafayette County,"8,771"
28073,MS,Lamar County,"8,012"
28075,MS,Lauderdale County,"15,725"
28077,MS,Lawrence County,"2,369"
28079,MS,Leake County,"4,407"
28081,MS,Lee County,"11,194"
28083,MS,Leflore County,"6,738"
28085,MS,Lincoln County,"6,229"
28087,MS,Lowndes County,"9,367"
28089,MS,Madison County,"13,273"
28091,MS,Marion County,"4,532"
28093,MS,Marshall County,"7,581"
28095,MS,Monroe County,"6,052"
28097,MS,Montgomery County,"2,017"
28099,MS,Neshoba County,"5,395"
28101,MS,Newton County,"3,302"
28103,MS,Noxubee County,"2,628"
28105,MS,Oktibbeha County,"10,550"
28107,MS,Panola County,"7,037"
28109,MS,Pearl River County,"8,624"
28111,MS,Perry County,"2,128"
28113,MS,Pike County,"10,068"
28115,MS,Pontotoc County,"4,113"
28117,MS,Prentiss County,"3,995"
28119,MS,Quitman County,"1,969"
28121,MS,Rankin County,"14,967"
28123,MS,Scott County,"5,077"
28125,MS,Sharkey County,"1,237"
28127,MS,Simpson County,"5,532"
28129,MS,Smith County,"2,515"
28131,MS,Stone County,"2,963"
28133,MS,Sunflower County,"7,178"
28135,MS,Tallahatchie County,"3,583"
28137,MS,Tate County,"3,842"
28139,MS,Tippah County,"3,515"
28141,MS,Tishomingo County,"2,758"
28143,MS,Tunica County,"2,471"
28145,MS,Union County,"3,845"
28147,MS,Walthall County,"3,324"
28149,MS,Warren County,"8,497"
28151,MS,Washington County,"11,652"
28153,MS,Wayne County,"4,454"
28155,MS,Webster County,"1,501"
28157,MS,Wilkinson County,"2,065"
28159,MS,Winston County,"3,784"
28161,MS,Yalobusha County,"2,495"
28163,MS,Yazoo County,"6,931"
29000,MO,Missouri,"725,117"
29001,MO,Adair County,"4,026"
29003,MO,Andrew County,"1,586"
29005,MO,Atchison County,600
29007,MO,Audrain County,"4,132"
29009,MO,Barry County,"5,675"
29011,MO,Barton County,"1,898"
29013,MO,Bates County,"2,351"
29015,MO,Benton County,"3,260"
29017,MO,Bollinger County,"1,955"
29019,MO,Boone County,"22,178"
29021,MO,Buchanan County,"10,789"
29023,MO,Butler County,"8,777"
29025,MO,Caldwell County,"1,096"
29027,MO,Callaway County,"4,693"
29029,MO,Camden County,"6,407"
29031,MO,Cape Girardeau County,"9,009"
29033,MO,Carroll County,"1,130"
29035,MO,Carter County,"1,205"
29037,MO,Cass County,"7,182"
29039,MO,Cedar County,"2,603"
29041,MO,Chariton County,854
29043,MO,Christian County,"7,933"
29045,MO,Clark County,827
29047,MO,Clay County,"19,299"
29049,MO,Clinton County,"1,902"
29051,MO,Cole County,"6,649"
29053,MO,Cooper County,"2,189"
29055,MO,Crawford County,"3,805"
29057,MO,Dade County,"1,043"
29059,MO,Dallas County,"4,092"
29061,MO,Daviess County,"1,141"
29063,MO,DeKalb County,"1,162"
29065,MO,Dent County,"2,309"
29067,MO,Douglas County,"2,349"
29069,MO,Dunklin County,"5,682"
29071,MO,Franklin County,"9,353"
29073,MO,Gasconade County,"1,602"
29075,MO,Gentry County,821
29077,MO,Greene County,"40,491"
29079,MO,Grundy County,"1,398"
29081,MO,Harrison County,"1,455"
29083,MO,Henry County,"2,960"
29085,MO,Hickory County,"1,862"
29087,MO,Holt County,501
29089,MO,Howard County,"1,181"
29091,MO,Howell County,"7,285"
29093,MO,Iron County,"1,913"
29095,MO,Jackson County,"86,479"
29097,MO,Jasper County,"18,117"
29099,MO,Jefferson County,"19,991"
29101,MO,Johnson County,"5,453"
29103,MO,Knox County,548
29105,MO,Laclede County,"5,778"
29107,MO,Lafayette County,"3,352"
29109,MO,Lawrence County,"5,712"
29111,MO,Lewis County,"1,307"
29113,MO,Lincoln County,"5,604"
29115,MO,Linn County,"1,707"
29117,MO,Livingston County,"1,684"
29119,MO,McDonald County,"3,996"
29121,MO,Macon County,"1,912"
